MESSAGES=66626, DATE=2018-03-22 11:14, STEPSIZE=100
34000,11071.0,51.30994055773352,0.023742725458246895,6.385014865135855e-05
34100,11112.0,51.06016059440168,0.0237229702281993,6.306307203002945e-05
34200,11144.0,48.79597831742592,0.02383892916391627,6.267463169902312e-05
34300,11166.0,48.1222142051089,0.023918236883418886,6.263239178870203e-05
34400,11189.0,48.25909240813818,0.023922292709623805,6.169696865743635e-05
34500,11212.0,46.28636408348728,0.024039724573935484,6.480781669946556e-05
34600,11245.0,48.46594164906794,0.024039672165880998,6.510873675941497e-05
34700,11287.0,50.77034075065885,0.02401165684911599,7.094710050708665e-05
34800,11343.0,49.10050916247514,0.024054096979605363,7.206006934787331e-05
34900,11392.0,50.84869713094102,0.024014068430429955,7.217074478861633e-05
35000,11430.0,48.15391988210224,0.024062068327385933,7.540608528367825e-05
35100,11467.0,44.25370040941311,0.024117735316188785,7.433575989838486e-05
35200,11492.0,42.269699548989614,0.024235415633485805,7.442518971925638e-05
35300,11524.0,42.0136882453345,0.024337466451715768,7.95488485946113e-05
35400,11546.0,41.7969795560866,0.024417063961058576,8.23827516026956e-05
35500,11574.0,43.13107928258998,0.024533461653667318,8.308314182011977e-05
35600,11594.0,43.051829229180754,0.024658554435121674,8.524685161531428e-05
35700,11629.0,41.7969795560866,0.024769595975945087,8.624190909949794e-05
35800,11651.0,41.96721935037374,0.0247444112496223,8.591665426958402e-05
35900,11702.0,40.50046296061122,0.024799590583310778,8.572123962848177e-05
36000,11718.0,40.842379950534735,0.02485021060702859,8.521628030350262e-05
36100,11760.0,41.49759029162924,0.02482968749495139,8.420215965383886e-05
36200,11794.0,40.34832710301532,0.02495286265025699,8.003638434626238e-05
36300,11819.0,39.53666020263399,0.024998825383217512,8.173976482545508e-05
36400,11854.0,39.578276869237385,0.025075463101129947,7.983019220507737e-05
36500,11879.0,39.56801107027267,0.02507711079190323,8.054388310912578e-05
36600,11901.0,39.447306625844284,0.025028203087840806,8.197980850942424e-05
36700,11924.0,40.93467356628781,0.02499690187257652,8.07698053077312e-05
36800,11978.0,41.39673900125481,0.02510200600620992,7.854308067709095e-05
36900,11994.0,41.2996368025946,0.025160736883243058,7.884182114969846e-05
37000,12013.0,40.87860075959045,0.025495841074021426,7.972405009045666e-05
37100,12045.0,41.22047428229351,0.02546701354428476,8.071572507182718e-05
37200,12070.0,39.936073918767974,0.02547391617984186,7.924228343300155e-05
37300,12108.0,39.37397617795273,0.025511495873178407,7.966274603805525e-05
37400,12140.0,41.99675582663324,0.02556722326572248,8.214895946871708e-05
37500,12157.0,42.87921990961613,0.025714597142653728,8.216291742209945e-05
37600,12184.0,41.7598790705634,0.02571667222003076,8.386426643824321e-05
37700,12217.0,44.220215965880826,0.02591751284448001,8.447270262377038e-05
37800,12243.0,43.38833368630224,0.02588743710915552,8.214930398909747e-05
37900,12262.0,45.56915074866659,0.0259107440011579,8.649114697560322e-05
38000,12290.0,45.96028176617531,0.02596799777161641,8.736512942474248e-05
38100,12314.0,45.63384160960008,0.026126702496146854,8.726342389463391e-05
38200,12352.0,45.65246433631532,0.026158029707962445,8.514948276745482e-05
38300,12385.0,44.77194992507008,0.026487117472835425,8.397399422137254e-05
38400,12436.0,42.45750817116926,0.026537436163092558,8.510157457898657e-05
38500,12479.0,42.14887305627719,0.026579918494280107,8.747571477032062e-05
38600,12504.0,42.40197519065759,0.026552825706232703,9.057914445175998e-05
38700,12553.0,41.249969696264984,0.026563069352140582,9.211638532303814e-05
38800,12584.0,42.33981577624803,0.026574927044798406,9.168722203777629e-05
38900,12621.0,41.50165659329853,0.02652587211764717,9.493756884613682e-05
39000,12664.0,41.75269452411236,0.026649402906411664,9.612962677160342e-05
39100,12692.0,42.47128441667834,0.02690759316050372,9.543741224488585e-05
39200,12714.0,42.36328009064155,0.027098348406071053,9.576587920223832e-05
39300,12730.0,40.51774302697523,0.027183333596037123,9.49270756842396e-05
39400,12746.0,41.3056896810382,0.027212810052340004,9.549352886736303e-05
39500,12762.0,40.5826009507875,0.02733318696266528,9.753935945516618e-05
39600,12791.0,40.43670980604148,0.027309314560218297,9.782311586153417e-05
39700,12826.0,39.77596636083165,0.027349914842840845,9.824696552827323e-05
39800,12842.0,40.006749431577944,0.02731375250970468,9.776582116377029e-05
39900,12870.0,41.641175535903415,0.02733109339086843,9.710920367126058e-05
40000,12894.0,41.01024262343956,0.027360224868446185,9.764572683064793e-05
40100,12929.0,39.2561778579411,0.02736033757772182,9.634777147074115e-05
40200,12964.0,39.59453876435301,0.02753168123146265,9.654703272921877e-05
40300,12998.0,38.19175303589376,0.027498990173454092,9.599031953046843e-05
40400,13044.0,38.43419701255641,0.02750221177216689,9.505677359456244e-05
40500,13061.0,38.46280670970437,0.02762909041211265,9.43732852235387e-05
40600,13098.0,37.67953688678225,0.027706974304327954,9.437402592528586e-05
40700,13114.0,37.80115738902623,0.027603059695130723,9.392777349611308e-05
40800,13147.0,39.014452449547605,0.02764380548375066,9.222423953014899e-05
40900,13160.0,39.76807765029635,0.02756718282227012,9.157241208763398e-05
41000,13172.0,39.32441989433825,0.027535603347623467,9.644729262395112e-05
41100,13202.0,38.85601626468999,0.02750924225050421,9.23485184093271e-05
41200,13228.0,39.14316670889058,0.02752564025549754,9.215705041913652e-05
41300,13249.0,38.63819353989296,0.027757080539724636,9.230708741700172e-05
41400,13270.0,37.72197635318785,0.027794770124898466,9.290955167494794e-05
41500,13300.0,38.7095272504061,0.027925739325180905,9.304931688282107e-05
41600,13321.0,39.77973730518015,0.027891221414555512,9.72505748570457e-05
41700,13343.0,38.82022668725761,0.027927111418816198,0.00010130176995728428
41800,13371.0,38.30352464233841,0.02788899958518527,9.97444059104086e-05
41900,13401.0,37.68537514739637,0.027979137554713603,0.00010212847191989122
42000,13434.0,36.53819918963519,0.02795910506270084,0.00010175526499812042
42100,13469.0,37.4169413489955,0.0279906164473001,0.00010238778402644424
42200,13495.0,37.63678387021111,0.02803690098572086,0.0001057046497752011
42300,13522.0,37.218140737253535,0.028076742996035426,0.00010498058017557494
42400,13543.0,37.85270796027796,0.027993669286059685,0.00010568832055973973
42500,13570.0,37.57738681631254,0.028144657664386903,0.0001076336532063095
42600,13596.0,40.29202774805542,0.028225927314172516,0.00010617028197069119
42700,13625.0,40.67111997456789,0.028237091457750513,0.00010543448308708605
42800,13643.0,38.81555744850442,0.02826027530431723,0.00010126563323804993
42900,13676.0,40.38502197582761,0.02821220136672724,0.00010150857400547422
43000,13708.0,38.95689926117451,0.028443128357857377,0.00010164657851106325
43100,13727.0,38.343806539554464,0.02859387406499757,0.00010005761303053808
43200,13757.0,37.938634660648624,0.028730268574124758,9.830935352867932e-05
43300,13777.0,38.13462993133669,0.028822037683481454,0.00010142867598175685
43400,13801.0,38.33679694546934,0.028969781908739844,0.00010287356340032252
43500,13818.0,38.677221979727825,0.028998969487296068,0.0001025174486086661
43600,13833.0,39.15261804872238,0.029160738414024816,0.00010348866418935042
43700,13859.0,38.27175851749509,0.029168897667014925,0.00010450012620775416
43800,13883.0,38.03797444644074,0.029221868242724436,0.00011053529825512188
43900,13895.0,37.631735277270195,0.029230657037888224,0.0001112623334010408
44000,13927.0,38.09803144570789,0.029347867254738407,0.000110862820932393
44100,13957.0,36.05260046129069,0.029376388722822184,0.00011124335417399085
44200,13992.0,37.03700851783162,0.029386138734122443,0.00011209682601740222
44300,14009.0,37.747152210812224,0.029472533339565055,0.00011042282566108763
44400,14030.0,38.01746309166473,0.029520663435566592,0.00011053489088788928
44500,14057.0,36.87719485006332,0.029456734504146476,0.00011041179586961848
44600,14077.0,37.116674149483515,0.02949168242297099,0.0001101978725618492
44700,14092.0,38.218418334339034,0.029583760563860906,0.00011161403120725444
44800,14111.0,37.6813946130989,0.02969808365647087,0.00011039756953620649
44900,14130.0,38.664453958875605,0.02974048322229327,0.00010947477763033151
45000,14165.0,38.27989028228584,0.02979072762771905,0.00011226370965655678
45100,14194.0,37.07542986906771,0.030123283005495043,0.0001117503884710061
45200,14235.0,38.2499673194995,0.03014771924079952,0.00011179608862619793
45300,14252.0,37.97035027573474,0.030228180468731363,0.00011068671533406788
45400,14277.0,37.74185342548062,0.03038065308871981,0.00010852422103308668
45500,14304.0,38.057686477084744,0.03041404978928185,0.00011025604498429396
45600,14338.0,38.78285703702991,0.030463408268808324,0.00011618662178827609
45700,14360.0,37.039539683288886,0.030494641457670234,0.00011588076539624368
45800,14378.0,38.221852387955,0.030501321793777302,0.00012060164004755091
45900,14396.0,37.92607941757333,0.030680026227020717,0.00011776296583203778
46000,14422.0,39.5216396418284,0.030658912555069317,0.0001225264347438443
46100,14444.0,36.74928570802523,0.03085065783630463,0.0001225182964882412
46200,14460.0,35.655855060466344,0.030833851888268267,0.00012154263103382713
46300,14485.0,35.309488810376,0.030805063534890025,0.00012179492921900325
46400,14507.0,36.27102838321734,0.03078499138736839,0.00012108994327531449
46500,14535.0,35.262019227018484,0.030776946773408247,0.00012044975038553017
46600,14563.0,35.60600370757496,0.030895777288460335,0.00012647719740338268
46700,14601.0,35.978604753082664,0.031013213788482163,0.00012803623528276757
46800,14637.0,37.39705870656472,0.031065930538497592,0.0001272670101452894
46900,14675.0,38.09343775448339,0.03106153013279368,0.00012762492075673432
47000,14691.0,36.78977439468637,0.031059411281298865,0.0001273495563401729
47100,14705.0,37.78094757911927,0.031096358778659416,0.00012689453493144764
47200,14724.0,38.20353386861048,0.031195130916213072,0.0001273876889971391
47300,14756.0,37.63894260093959,0.031255735003146476,0.00012712301020391663
47400,14798.0,36.29338782724123,0.03137573275247311,0.00012600081493416214
47500,14823.0,36.68378388318303,0.03137275545662021,0.00012708161870913454
47600,14856.0,37.946146048928625,0.03138541468452992,0.00012754153737516846
47700,14881.0,37.41587230027469,0.03140713506033359,0.0001246280203598115
47800,14895.0,36.40257545804338,0.031585920513327106,0.0001236410459889945
47900,14924.0,35.3990112860992,0.031643888341528495,0.00012334422088373755
48000,14942.0,34.91332123900577,0.031780302996437984,0.00012243656516623208
48100,14960.0,34.95053647772895,0.03190799138852633,0.00012068780688998795
48200,14972.0,34.342975991285485,0.031898455573033245,0.0001172262418206548
48300,15003.0,34.319965034287264,0.03200176448752194,0.00012011851243931166
48400,15023.0,33.542324009766496,0.03205594393653392,0.00012329600407025537
48500,15042.0,32.105139774651846,0.0320883348293733,0.00012179727985619425
48600,15067.0,33.118386131061555,0.03210340472177265,0.000121866289476689
48700,15082.0,32.576985741324556,0.03213943041603052,0.00012174623398325265
48800,15101.0,32.364177726894454,0.032142422450816985,0.00012115795063250859
48900,15124.0,31.531888619790262,0.03221417778842972,0.00012069967565730299
49000,15140.0,31.212938021640635,0.032348501634071755,0.0001209797735860181
49100,15174.0,31.16965672050159,0.03229055275367458,0.00012182848778043555
49200,15199.0,31.45011923593773,0.03226432757785118,0.00012083822798729553
49300,15220.0,32.48364973336586,0.03227110164001934,0.00012492935216990725
49400,15241.0,33.361055139760595,0.03228634153563093,0.00012418845240186853
49500,15265.0,32.57744618447322,0.032338822750884025,0.00012444289664197627
49600,15287.0,32.56132675352668,0.03235692611150195,0.0001212649071617562
49700,15309.0,31.15200635673516,0.032403815071025535,0.00012122190179382467
49800,15324.0,30.710380981961464,0.032482071193049813,0.00012278121252435657
49900,15334.0,29.788042902911478,0.032542732408813745,0.00012289630946136894
50000,15360.0,28.549080545823553,0.03263916323894213,0.00012107465048153807
50100,15389.0,28.823774908959862,0.03264259861877646,0.00012022818502039407
50200,15426.0,28.883386228072357,0.032649512012970734,0.00012012333980158366
50300,15444.0,27.984102630141727,0.03281444699843628,0.00011979990764382823
50400,15473.0,27.011617869687317,0.03293877763301,0.00011959091768856395
50500,15500.0,26.694334604484116,0.03291085846699061,0.00011981037237075964
50600,15519.0,27.338434483080682,0.033105726561482654,0.00012125493824276449
50700,15541.0,27.147007202234043,0.033198835687062465,0.00011944736197723415
50800,15595.0,26.800139923940314,0.0332017293469538,0.00012417916293558465
50900,15635.0,27.079697192952302,0.033178263656218905,0.00012744605907954974
51000,15656.0,28.325959825119874,0.03317860378122402,0.00012507729771173091
51100,15675.0,29.05903473878532,0.03320289292594859,0.00012416934555947452
51200,15696.0,27.976552682559014,0.03335721832368043,0.00012566016514441194
51300,15712.0,28.943738529587733,0.03359675900665467,0.00012562745392013982
51400,15731.0,29.670018536272934,0.033644304563990715,0.00012488907173027763
51500,15753.0,28.899826988895263,0.03364660597741821,0.00012430736076742138
51600,15766.0,29.051462958204375,0.03365208794876555,0.00012392245173902897
51700,15785.0,29.325927096173242,0.03368714307489386,0.00012176412325010661
51800,15805.0,28.501052611136654,0.033704583671808216,0.00012207968742379994
51900,15822.0,29.031190124794897,0.03383993197413833,0.00012121524083379244
52000,15833.0,28.619748425067773,0.0338337016627025,0.00012141710657320295
52100,15851.0,29.228881263676346,0.03382334954782396,0.00012238751083727583
52200,15879.0,28.679740234426276,0.03379055076096464,0.00012176781926667357
52300,15907.0,28.759520163144327,0.033844525034384884,0.00012494837182494477
52400,15929.0,28.78797492117132,0.03387787651972722,0.00012423417036554806
52500,15966.0,28.8693609201522,0.033934076325958004,0.00012356653188392943
52600,15981.0,29.37222327439757,0.03393960435028832,0.00012416873452069464
52700,16002.0,28.686233631764175,0.03426148521616658,0.00012252237379747788
52800,16027.0,28.50684128494947,0.03447816758875445,0.0001225451514766187
52900,16045.0,27.907884191099868,0.03452942664979375,0.0001224922128707778
53000,16080.0,27.675079042818037,0.0346801546946041,0.0001228664279164308
53100,16101.0,28.665310045211076,0.034766635620318495,0.0001223625963236137
53200,16125.0,27.38662995027644,0.03476749222273091,0.0001253478972673625
53300,16140.0,27.37932614431599,0.03475274981292097,0.00012021078584372709
53400,16176.0,27.556124544539447,0.034883733474296956,0.0001198951080868707
53500,16192.0,27.77854387793828,0.03493383020569508,0.00012306882060047727
53600,16213.0,26.71305860391427,0.03498692786146063,0.00012411518697678624
53700,16242.0,26.21693155054745,0.03494481489959266,0.00012522248239703188
53800,16264.0,25.740240870317994,0.035007300143305456,0.00012548486355379738
53900,16273.0,25.927977168496348,0.035047351988923246,0.00012742048891862832
54000,16287.0,26.56802589607111,0.035110366826899615,0.00012617775436559486
54100,16330.0,27.669974702865566,0.03531680165867361,0.00012667085374153716
54200,16362.0,27.072633783027687,0.035387009107920885,0.00012563227523539993
54300,16386.0,27.94006979194115,0.03545313120725991,0.00012548220852708333
54400,16410.0,27.42918154109424,0.03559919335399086,0.0001237037986251668
54500,16439.0,27.970698953631825,0.03585305418919859,0.00012574558911287466
54600,16465.0,27.64321797544828,0.03601932415548096,0.00012495240417308474
54700,16481.0,27.905689384450937,0.03616373128612506,0.00012692159300226776
54800,16497.0,27.847576196357213,0.0361297807862789,0.00012611140492094287
54900,16516.0,28.080731829725934,0.036068666588357695,0.0001268618368675496
55000,16528.0,26.35426910415664,0.03608329335328365,0.00012360299474287954
55100,16560.0,26.3721443942265,0.03610520325508756,0.0001239819993134238
55200,16576.0,26.006681833071696,0.036252054120858426,0.00012141209924442948
55300,16605.0,26.609161956256816,0.03625095768874816,0.00011716414598558043
55400,16626.0,25.67581547024337,0.03623368722246932,0.00011749821380540618
55500,16658.0,25.943978105027945,0.0364127005142696,0.00011723283800857183
55600,16681.0,26.565908603749648,0.036440631272288665,0.00011852702591563181
55700,16706.0,27.12120941150633,0.03643982339968433,0.00011877654862703833
55800,16731.0,26.447825997838102,0.03656871185120825,0.0001226567283655748
55900,16765.0,26.2476665617729,0.03652617306870541,0.00011921188649312184
56000,16798.0,26.03651282288314,0.03658111240585314,0.00011790163521530006
56100,16820.0,25.44327023034392,0.0367111261908135,0.00011897725523813051
56200,16830.0,25.96805730302102,0.0367473133321963,0.0001184467473829998
56300,16841.0,25.459968577721032,0.03681036386337811,0.00011860350106837789
56400,16861.0,24.489334413606624,0.036899962672843574,0.00011978846893179701
56500,16885.0,24.833998874145546,0.037037265286259044,0.00011582670992882013
56600,16900.0,24.948747462307825,0.03713125305124265,0.00011560589403341848
56700,16927.0,25.428330657434866,0.03709378512748448,0.00012163717487527236
56800,16942.0,26.23142199683727,0.03712557883480658,0.00012345970173640794
56900,16955.0,25.852030866570043,0.037112104952508954,0.0001246391797265702
57000,16967.0,25.57713823040452,0.03732986920755357,0.00011966499979477491
57100,16985.0,25.376958053894903,0.03741384804641344,0.00011828582394151378
57200,17005.0,24.806047651590596,0.03747419864298248,0.00011429199431273408
57300,17024.0,24.823174657106623,0.03747488439281655,0.00011595168485167235
57400,17047.0,25.675085199051285,0.03756086339102628,0.00011803826875106014
57500,17059.0,24.9665275928652,0.03754505574357222,0.00011844834710213308
57600,17075.0,26.168444738345492,0.03754723945109016,0.0001173594030291847
57700,17089.0,25.809688104378548,0.03754609644118286,0.00011870593905441325
57800,17107.0,26.05930735795098,0.03755724188572917,0.00011891471083292108
57900,17127.0,25.763151982417472,0.03766223639566283,0.00012542515350254946
58000,17155.0,25.57630739645868,0.03770124407534688,0.00012552125548010554
58100,17188.0,25.87522946707476,0.03773096349026894,0.00012754243444380433
58200,17219.0,26.22479742438313,0.03779282470444648,0.00012467042325376023
58300,17236.0,26.9727176972172,0.0377611956763444,0.00012420375203286082
58400,17254.0,27.036271930851296,0.03780190826304323,0.0001232873956205955
58500,17272.0,26.630621471118754,0.037870501874717966,0.00012576409385373237
58600,17287.0,26.03243169586737,0.03822442807508764,0.0001240215828322291
58700,17308.0,25.40920109049516,0.03814448728884871,0.00012716184095268833
58800,17331.0,25.016194754646122,0.03824131839726793,0.00013005242139003197
58900,17348.0,24.56338738762837,0.03830906416374481,0.0001260702711299678
59000,17363.0,24.420227273427056,0.038376183547388906,0.000124148794044654
59100,17389.0,23.745315329407255,0.03840307792160759,0.00012385923222088597
59200,17415.0,24.043502242663884,0.03841054349578898,0.00012487369699633747
59300,17425.0,23.368996554296046,0.03851361149142296,0.0001267377684262465
59400,17458.0,23.62302901861455,0.03881921698115617,0.00012607548933473296
59500,17473.0,23.968521021329874,0.03875757594858496,0.00012316759530127887
59600,17495.0,24.47340393020265,0.03879616863464997,0.00012536514268426252
59700,17532.0,25.39468448406673,0.039117641055240196,0.00012470539657277496
59800,17558.0,25.93279776520186,0.039086853768144816,0.00012439789295926745
59900,17577.0,26.555790328637226,0.039078824494429114,0.00012509725043249555
60000,17594.0,26.83519144589826,0.039110743638125355,0.00012394505492560598
60100,17604.0,27.08948135298596,0.03922326060341578,0.00012622023696621807
60200,17626.0,26.312354513296196,0.03930982109560119,0.0001306267178438477
60300,17641.0,26.35958079951368,0.03934521969356018,0.00013183535147478047
60400,17662.0,26.075802960792366,0.03932022041097597,0.0001314813670821036
60500,17677.0,24.914052259288177,0.03936081067462771,0.00013363667920022904
60600,17693.0,24.973736204260668,0.03941070460802863,0.00013230377046260174
60700,17712.0,25.650487325781317,0.039444704691946615,0.0001337705180361347
60800,17753.0,25.59277241624932,0.03942296923480889,0.00013646495006669563
60900,17781.0,25.759415753364834,0.03945722072374594,0.00013385559877752656
61000,17804.0,26.97591518351285,0.03960287729357759,0.00013249046323335592
61100,17830.0,26.444801002187546,0.03971179481569546,0.00012901557956748006
61200,17851.0,26.83859161845101,0.039877497669245324,0.00012788890148027608
61300,17871.0,26.503726151823606,0.03992695601571375,0.00012395603703293037
61400,17888.0,25.907286619790966,0.039934823942431544,0.00012467984266738578
61500,17915.0,26.198091534182,0.03995469148621763,0.00012084534524437122
61600,17930.0,25.97166725440964,0.04005582307037439,0.00012846544713187536
61700,17948.0,25.206100451410993,0.040031593755240666,0.0001292520226319683
61800,17972.0,24.57112126194369,0.04000586808159125,0.0001308630562440331
61900,17997.0,24.061327893332557,0.03994544736593032,0.00012912146363453598
62000,18007.0,23.88278668807472,0.03998514745242202,0.00013381943509584168
62100,18018.0,24.028056516635328,0.03993026701627985,0.00013999900330874136
62200,18045.0,23.931360179441263,0.039957631561083264,0.0001412588566843565
62300,18064.0,24.10285252684542,0.03997041495849304,0.0001405723822706219
62400,18093.0,23.742103950576915,0.04004433143169149,0.0001379331869665134
62500,18115.0,23.694883412476596,0.04009876488173892,0.00013682319649512998
62600,18131.0,24.71962782896183,0.04011841979133227,0.0001359454523262966
62700,18155.0,25.260393899861462,0.040196124020387185,0.00013660929626193127
62800,18182.0,25.189035313245345,0.04030312713022888,0.00013965352438405107
62900,18203.0,25.086400696913262,0.040339169544934786,0.00013734217277108852
63000,18215.0,25.391484794731134,0.04038239527286532,0.00013742462767292693
63100,18251.0,25.71594835783389,0.04043539774858686,0.00013362058874048698
63200,18268.0,26.227085235586138,0.04049484924962531,0.00013586090589145334
63300,18284.0,25.502744948849923,0.040587104405555165,0.00013473238123987692
63400,18306.0,26.13479481407447,0.04061922286650753,0.00014458950439125932
63500,18324.0,26.0278216539546,0.0406541533931423,0.00014318760392079382
63600,18353.0,26.190599458402307,0.04074035678795274,0.00014190918866529656
63700,18363.0,26.388018116275884,0.04079668707315901,0.0001397395878963146
63800,18379.0,26.325415474673317,0.04081774233773319,0.00014015383278015276
63900,18399.0,26.31211697918072,0.0407787782746425,0.00013919764679825965
64000,18421.0,26.411124550353875,0.04080329740350498,0.00014114003949764958
64100,18453.0,26.695692538044984,0.04088875387253131,0.00013708751570609725
64200,18465.0,26.517682779609533,0.04101904769804578,0.00013753097330387626
64300,18491.0,26.451086933557598,0.041079441586884466,0.0001394760893372897
64400,18512.0,25.998990365975136,0.041026981216723026,0.00014039919373351055
64500,18525.0,25.44896854444514,0.04101499656824034,0.0001414614473567978
64600,18543.0,25.853626437438546,0.04104144231558805,0.00013897535044482193
64700,18563.0,25.66802485518941,0.04103649180692826,0.00013835854961713129
64800,18580.0,26.16467083861334,0.04097060782461312,0.00013623015401673024
64900,18597.0,26.63733282470873,0.04101895273752764,0.00013988684518833326
65000,18614.0,26.77517506883235,0.04104720867097812,0.000153111177105372
65100,18625.0,26.695458414841696,0.04105902525696103,0.00015332580862453278
65200,18639.0,26.851955237803136,0.0410823727308203,0.00015263322106741077
65300,18656.0,26.742241865231538,0.04110379256560962,0.00015696401171020518
65400,18672.0,27.19080726852679,0.04110802365704765,0.00015787369750065174
65500,18683.0,26.968500143907168,0.04123471092912469,0.00016085709386423296
65600,18699.0,26.747850380740193,0.04140532118218533,0.0001601054085411991
65700,18723.0,26.505659773186572,0.041417474848855274,0.00016133019253941676
65800,18740.0,26.37892150878465,0.041532286836845074,0.00015049057908929876
65900,18755.0,26.428914090668215,0.04158959718751099,0.00015571649407545652
66000,18777.0,26.723772189311635,0.04170196395976698,0.00015309316820916402
66100,18806.0,26.915190877085234,0.04172728789722477,0.00015509531263892091
66200,18824.0,26.758923743346788,0.04162928933246405,0.00015498423948034806
66300,18844.0,26.946428336124804,0.041590916343586706,0.0001586093526909727
66400,18860.0,27.286031225397707,0.041571623930295336,0.0001607280517683021
66500,18876.0,26.9615930528953,0.04166205027934947,0.00016144130055005285
66600,18881.0,26.916351908628727,0.041703693450034336,0.00015965060747937974
